Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,cycle,type,ambient_temperature,time,Battery
3.774468642,-1.990197471,28.8521378,2,2.839,563.125,1.891052295,1,discharge,24,2008,B0007
3.769792491,-1.99166373,28.98035876,2,2.835,581.406,1.891052295,1,discharge,24,2008,B0007
3.765284088,-1.987989574,29.09514031,2,2.831,599.656,1.891052295,1,discharge,24,2008,B0007
3.760870127,-1.991334457,29.21330943,2,2.826,617.875,1.891052295,1,discharge,24,2008,B0007
3.756619593,-1.990607924,29.32768911,2,2.822,636.047,1.891052295,1,discharge,24,2008,B0007
3.752234577,-1.991399827,29.41673697,2,2.817,654.422,1.891052295,1,discharge,24,2008,B0007
3.747854666,-1.989607814,29.52047005,2,2.813,672.594,1.891052295,1,discharge,24,2008,B0007
3.74381995,-1.988442785,29.60027603,2,2.809,690.812,1.891052295,1,discharge,24,2008,B0007
3.739757099,-1.987854194,29.67844707,2,2.805,708.937,1.891052295,1,discharge,24,2008,B0007
3.735479343,-1.989895044,29.75660998,2,2.801,727.266,1.891052295,1,discharge,24,2008,B0007
3.731377039,-1.989684252,29.81943294,2,2.797,745.578,1.891052295,1,discharge,24,2008,B0007
3.727517493,-1.992587637,29.8909539,2,2.793,763.797,1.891052295,1,discharge,24,2008,B0007
3.72359068,-1.988794386,29.94848962,2,2.789,782.109,1.891052295,1,discharge,24,2008,B0007
3.719668139,-1.993096903,29.99890195,2,2.785,800.484,1.891052295,1,discharge,24,2008,B0007
3.71564453,-1.992149664,30.06699442,2,2.781,818.797,1.891052295,1,discharge,24,2008,B0007
3.711534687,-1.991714371,30.10704773,2,2.777,837.016,1.891052295,1,discharge,24,2008,B0007
3.707697012,-1.990716961,30.12933004,2,2.774,855.25,1.891052295,1,discharge,24,2008,B0007
3.703719646,-1.991117154,30.18021264,2,2.77,873.578,1.891052295,1,discharge,24,2008,B0007
3.699820642,-1.98944393,30.22191492,2,2.766,891.812,1.891052295,1,discharge,24,2008,B0007
3.696111175,-1.990497034,30.25932769,2,2.763,910.141,1.891052295,1,discharge,24,2008,B0007
3.692126059,-1.988358327,30.30248628,2,2.759,928.391,1.891052295,1,discharge,24,2008,B0007
3.688308358,-1.990599763,30.33727121,2,2.755,946.719,1.891052295,1,discharge,24,2008,B0007
3.68428706,-1.988411866,30.38305921,2,2.751,965.047,1.891052295,1,discharge,24,2008,B0007
3.680754715,-1.988996367,30.42373613,2,2.747,983.391,1.891052295,1,discharge,24,2008,B0007
3.677039543,-1.990960848,30.45315808,2,2.743,1001.766,1.891052295,1,discharge,24,2008,B0007
3.67332542,-1.990175225,30.51527503,2,2.74,1020.172,1.891052295,1,discharge,24,2008,B0007
3.669437395,-1.989937746,30.55676657,2,2.736,1038.594,1.891052295,1,discharge,24,2008,B0007
3.665979548,-1.990281023,30.59830697,2,2.732,1056.922,1.891052295,1,discharge,24,2008,B0007
3.662288799,-1.990218885,30.6699627,2,2.729,1075.203,1.891052295,1,discharge,24,2008,B0007
3.658893613,-1.9927534,30.72027089,2,2.725,1093.687,1.891052295,1,discharge,24,2008,B0007
3.655365938,-1.991874681,30.76588045,2,2.721,1112,1.891052295,1,discharge,24,2008,B0007
3.651788592,-1.991567069,30.81389899,2,2.718,1130.328,1.891052295,1,discharge,24,2008,B0007
3.648294654,-1.989449094,30.87002152,2,2.715,1148.75,1.891052295,1,discharge,24,2008,B0007
3.644872109,-1.99131701,30.92908278,2,2.711,1167.125,1.891052295,1,discharge,24,2008,B0007
3.64144702,-1.993106051,30.97047832,2,2.707,1185.641,1.891052295,1,discharge,24,2008,B0007
3.637705548,-1.989567595,31.02549309,2,2.704,1203.984,1.891052295,1,discharge,24,2008,B0007
3.63454493,-1.989858461,31.09478756,2,2.701,1222.406,1.891052295,1,discharge,24,2008,B0007
3.631058549,-1.991631978,31.147158,2,2.697,1240.797,1.891052295,1,discharge,24,2008,B0007
3.627831174,-1.990836659,31.20577149,2,2.694,1259.156,1.891052295,1,discharge,24,2008,B0007
3.624350202,-1.987831025,31.24692363,2,2.691,1277.547,1.891052295,1,discharge,24,2008,B0007
3.621339795,-1.991040781,31.32692802,2,2.687,1295.906,1.891052295,1,discharge,24,2008,B0007
3.617840379,-1.988391688,31.38088899,2,2.684,1314.297,1.891052295,1,discharge,24,2008,B0007
3.614595323,-1.989639061,31.43993773,2,2.681,1332.687,1.891052295,1,discharge,24,2008,B0007
3.611279255,-1.989537615,31.47963751,2,2.677,1351.203,1.891052295,1,discharge,24,2008,B0007
3.607912899,-1.987608806,31.53340203,2,2.674,1369.687,1.891052295,1,discharge,24,2008,B0007
3.604746786,-1.988492754,31.6004103,2,2.671,1388.125,1.891052295,1,discharge,24,2008,B0007
3.601494436,-1.990508805,31.64729118,2,2.667,1406.578,1.891052295,1,discharge,24,2008,B0007
3.598331908,-1.988499947,31.70689886,2,2.665,1425.062,1.891052295,1,discharge,24,2008,B0007
3.595201318,-1.988353113,31.76757918,2,2.662,1443.609,1.891052295,1,discharge,24,2008,B0007
3.592011681,-1.991708381,31.81754185,2,2.658,1462.047,1.891052295,1,discharge,24,2008,B0007
3.588960258,-1.990018302,31.88305372,2,2.656,1480.547,1.891052295,1,discharge,24,2008,B0007
3.585884377,-1.989949782,31.92961601,2,2.652,1499.031,1.891052295,1,discharge,24,2008,B0007
3.582607612,-1.992017005,31.98892317,2,2.649,1517.672,1.891052295,1,discharge,24,2008,B0007
3.579729021,-1.991807201,32.03784721,2,2.646,1536.109,1.891052295,1,discharge,24,2008,B0007
3.576658566,-1.989402219,32.09074216,2,2.643,1554.781,1.891052295,1,discharge,24,2008,B0007
3.57356767,-1.990977883,32.1290685,2,2.64,1573.281,1.891052295,1,discharge,24,2008,B0007
3.570650945,-1.991196531,32.19670412,2,2.637,1591.859,1.891052295,1,discharge,24,2008,B0007
3.567642916,-1.991994071,32.23361173,2,2.634,1610.406,1.891052295,1,discharge,24,2008,B0007
3.564745324,-1.988851489,32.27373362,2,2.631,1628.953,1.891052295,1,discharge,24,2008,B0007
3.561805089,-1.988655256,32.34335925,2,2.628,1647.562,1.891052295,1,discharge,24,2008,B0007
3.558723592,-1.993653398,32.38968064,2,2.626,1666.062,1.891052295,1,discharge,24,2008,B0007
3.555979733,-1.993638921,32.44849253,2,2.622,1684.656,1.891052295,1,discharge,24,2008,B0007
3.553103283,-1.990272083,32.4913706,2,2.62,1703.219,1.891052295,1,discharge,24,2008,B0007
3.550603312,-1.988788077,32.54492497,2,2.617,1721.891,1.891052295,1,discharge,24,2008,B0007
3.547775354,-1.990171362,32.59919564,2,2.614,1740.437,1.891052295,1,discharge,24,2008,B0007
3.54510471,-1.989909259,32.64406007,2,2.611,1759.016,1.891052295,1,discharge,24,2008,B0007
3.542298483,-1.990993145,32.70411239,2,2.608,1777.641,1.891052295,1,discharge,24,2008,B0007
3.539631875,-1.990870393,32.7477091,2,2.606,1796.328,1.891052295,1,discharge,24,2008,B0007
3.536904163,-1.990168973,32.79158561,2,2.603,1815.047,1.891052295,1,discharge,24,2008,B0007
3.5344235,-1.989395105,32.83983105,2,2.6,1833.75,1.891052295,1,discharge,24,2008,B0007
3.532029043,-1.991551975,32.90083537,2,2.598,1852.391,1.891052295,1,discharge,24,2008,B0007
3.529360812,-1.988310884,32.93858821,2,2.596,1871.078,1.891052295,1,discharge,24,2008,B0007
3.527027299,-1.990637808,33.00215292,2,2.593,1889.844,1.891052295,1,discharge,24,2008,B0007
3.524501652,-1.990670769,33.03730582,2,2.591,1908.578,1.891052295,1,discharge,24,2008,B0007
3.522324506,-1.988139517,33.07888842,2,2.588,1927.281,1.891052295,1,discharge,24,2008,B0007
3.519974574,-1.990301056,33.11620958,2,2.586,1946.031,1.891052295,1,discharge,24,2008,B0007
3.51768586,-1.993484368,33.16519979,2,2.584,1964.891,1.891052295,1,discharge,24,2008,B0007
3.515286969,-1.986995307,33.22296328,2,2.582,1983.703,1.891052295,1,discharge,24,2008,B0007
3.512999559,-1.989415001,33.266428,2,2.58,2002.484,1.891052295,1,discharge,24,2008,B0007
3.510997518,-1.988883519,33.31198891,2,2.577,2021.187,1.891052295,1,discharge,24,2008,B0007
3.508788324,-1.990023068,33.35322748,2,2.575,2039.906,1.891052295,1,discharge,24,2008,B0007
3.506686284,-1.990232979,33.39550283,2,2.573,2058.641,1.891052295,1,discharge,24,2008,B0007
3.504747975,-1.988871719,33.43593716,2,2.571,2077.406,1.891052295,1,discharge,24,2008,B0007
3.502765884,-1.987069939,33.5001496,2,2.569,2096.312,1.891052295,1,discharge,24,2008,B0007
3.500836485,-1.990288064,33.53238104,2,2.567,2115.047,1.891052295,1,discharge,24,2008,B0007
3.498775665,-1.989938444,33.58361075,2,2.565,2133.969,1.891052295,1,discharge,24,2008,B0007
3.496784042,-1.991151427,33.63325857,2,2.563,2152.812,1.891052295,1,discharge,24,2008,B0007
3.494988361,-1.988834171,33.66418426,2,2.561,2171.625,1.891052295,1,discharge,24,2008,B0007
3.493128422,-1.989383582,33.71681126,2,2.559,2190.547,1.891052295,1,discharge,24,2008,B0007
3.491098937,-1.988826046,33.77549718,2,2.557,2209.422,1.891052295,1,discharge,24,2008,B0007
3.489137646,-1.989571258,33.82624432,2,2.556,2228.297,1.891052295,1,discharge,24,2008,B0007
3.487258636,-1.990909904,33.87603813,2,2.554,2247.219,1.891052295,1,discharge,24,2008,B0007
3.485234871,-1.990495839,33.90341432,2,2.552,2265.969,1.891052295,1,discharge,24,2008,B0007
3.48347376,-1.990903258,33.9573478,2,2.55,2284.937,1.891052295,1,discharge,24,2008,B0007
3.481530597,-1.990570386,33.99645178,2,2.548,2303.859,1.891052295,1,discharge,24,2008,B0007
3.479677193,-1.990325257,34.05350695,2,2.546,2322.797,1.891052295,1,discharge,24,2008,B0007
3.477446033,-1.988702051,34.10469099,2,2.544,2341.766,1.891052295,1,discharge,24,2008,B0007
3.475754125,-1.990851326,34.14702175,2,2.542,2360.594,1.891052295,1,discharge,24,2008,B0007
3.473514443,-1.991265652,34.20734111,2,2.54,2379.578,1.891052295,1,discharge,24,2008,B0007
3.471394699,-1.992717311,34.26747538,2,2.538,2398.672,1.891052295,1,discharge,24,2008,B0007
3.469732443,-1.990213982,34.31927182,2,2.536,2417.797,1.891052295,1,discharge,24,2008,B0007
3.46769676,-1.991860159,34.37003392,2,2.534,2436.906,1.891052295,1,discharge,24,2008,B0007
3.465118906,-1.990828059,34.4156758,2,2.532,2455.969,1.891052295,1,discharge,24,2008,B0007
3.463306176,-1.991105507,34.46830995,2,2.53,2474.984,1.891052295,1,discharge,24,2008,B0007
3.461166759,-1.990769058,34.54717776,2,2.528,2494.031,1.891052295,1,discharge,24,2008,B0007
3.458895569,-1.990058409,34.59512918,2,2.525,2513.187,1.891052295,1,discharge,24,2008,B0007
3.456767301,-1.989000581,34.64688499,2,2.523,2532.391,1.891052295,1,discharge,24,2008,B0007
3.454511179,-1.988872664,34.70491243,2,2.52,2551.547,1.891052295,1,discharge,24,2008,B0007
3.452229145,-1.991109119,34.77991565,2,2.518,2570.578,1.891052295,1,discharge,24,2008,B0007
3.449760135,-1.986966298,34.83520353,2,2.516,2589.703,1.891052295,1,discharge,24,2008,B0007
3.447560794,-1.993054456,34.90755772,2,2.514,2608.797,1.891052295,1,discharge,24,2008,B0007
3.445187162,-1.988482632,34.95432026,2,2.511,2627.953,1.891052295,1,discharge,24,2008,B0007
3.442633672,-1.989904206,35.03119789,2,2.509,2647.234,1.891052295,1,discharge,24,2008,B0007
3.440183814,-1.986485028,35.09310106,2,2.506,2666.516,1.891052295,1,discharge,24,2008,B0007
3.437199401,-1.988409549,35.17506147,2,2.504,2685.812,1.891052295,1,discharge,24,2008,B0007
3.434649221,-1.99062857,35.23324152,2,2.501,2704.969,1.891052295,1,discharge,24,2008,B0007
3.431885368,-1.993474367,35.30547793,2,2.498,2724.203,1.891052295,1,discharge,24,2008,B0007
3.428920188,-1.996867242,35.3739014,2,2.495,2743.453,1.891052295,1,discharge,24,2008,B0007
3.426194651,-1.993079022,35.43325105,2,2.492,2762.625,1.891052295,1,discharge,24,2008,B0007
3.423241986,-1.988505038,35.5198824,2,2.489,2781.922,1.891052295,1,discharge,24,2008,B0007
3.419820786,-1.988856774,35.59082751,2,2.486,2801.25,1.891052295,1,discharge,24,2008,B0007
3.416563798,-1.99115804,35.66850472,2,2.482,2820.625,1.891052295,1,discharge,24,2008,B0007
3.413205548,-1.989966498,35.75073966,2,2.48,2839.937,1.891052295,1,discharge,24,2008,B0007
3.409753636,-1.98917799,35.84007792,2,2.476,2859.234,1.891052295,1,discharge,24,2008,B0007
3.406024452,-1.990043132,35.90569999,2,2.472,2878.578,1.891052295,1,discharge,24,2008,B0007
3.402191324,-1.990262915,35.97934524,2,2.468,2897.937,1.891052295,1,discharge,24,2008,B0007
3.39800343,-1.990898069,36.0590625,2,2.464,2917.281,1.891052295,1,discharge,24,2008,B0007
3.393950577,-1.986356487,36.13896042,2,2.46,2936.687,1.891052295,1,discharge,24,2008,B0007
3.389522087,-1.989127391,36.22550046,2,2.456,2956.078,1.891052295,1,discharge,24,2008,B0007
3.384411023,-1.990571374,36.31737471,2,2.45,2975.453,1.891052295,1,discharge,24,2008,B0007
3.378946005,-1.990859336,36.40055703,2,2.446,2994.969,1.891052295,1,discharge,24,2008,B0007
3.373397988,-1.990408241,36.4907788,2,2.44,3014.453,1.891052295,1,discharge,24,2008,B0007
3.367335614,-1.989444245,36.58502966,2,2.434,3033.891,1.891052295,1,discharge,24,2008,B0007
3.36050074,-1.990295202,36.67196714,2,2.427,3053.375,1.891052295,1,discharge,24,2008,B0007
3.353292426,-1.988745278,36.75019255,2,2.42,3072.859,1.891052295,1,discharge,24,2008,B0007
3.345089777,-1.988597807,36.85035669,2,2.412,3092.328,1.891052295,1,discharge,24,2008,B0007
3.336092901,-1.986822872,36.93882947,2,2.404,3111.828,1.891052295,1,discharge,24,2008,B0007
3.326052487,-1.990649346,37.05128578,2,2.394,3131.234,1.891052295,1,discharge,24,2008,B0007
3.31466085,-1.992468249,37.15685625,2,2.383,3150.672,1.891052295,1,discharge,24,2008,B0007
3.301932554,-1.990023863,37.27232914,2,2.37,3170.187,1.891052295,1,discharge,24,2008,B0007
3.28728032,-1.990026232,37.37474693,2,2.356,3189.734,1.891052295,1,discharge,24,2008,B0007
3.270631108,-1.989889952,37.49462557,2,2.34,3209.297,1.891052295,1,discharge,24,2008,B0007
3.251297782,-1.988561871,37.61395948,2,2.322,3229.016,1.891052295,1,discharge,24,2008,B0007
3.229821764,-1.990670081,37.74282004,2,2.3,3248.625,1.891052295,1,discharge,24,2008,B0007
3.204687653,-1.989458121,37.86970963,2,2.276,3268.328,1.891052295,1,discharge,24,2008,B0007
3.176348887,-1.991874981,38.01221921,2,2.248,3287.969,1.891052295,1,discharge,24,2008,B0007
3.143404958,-1.990010746,38.16803046,2,2.217,3307.625,1.891052295,1,discharge,24,2008,B0007
3.104918236,-1.99587399,38.31909458,2,2.179,3327.234,1.891052295,1,discharge,24,2008,B0007
3.06019376,-1.990939574,38.47434595,2,2.135,3346.937,1.891052295,1,discharge,24,2008,B0007
3.006024797,-1.989333736,38.64458669,2,2.083,3366.781,1.891052295,1,discharge,24,2008,B0007
2.938867039,-1.991375501,38.80330529,2,2.02,3386.641,1.891052295,1,discharge,24,2008,B0007
2.848959315,-1.990768055,38.99821097,2,1.937,3406.656,1.891052295,1,discharge,24,2008,B0007
2.725839571,-1.991634865,39.21216257,2,1.82,3426.625,1.891052295,1,discharge,24,2008,B0007
2.552444893,-1.98865254,39.49368183,2,1.659,3446.875,1.891052295,1,discharge,24,2008,B0007
2.35389674,-1.987262209,39.88241059,2,1.461,3466.984,1.891052295,1,discharge,24,2008,B0007
2.145975767,-1.988955402,40.42878441,2,1.256,3487.078,1.891052295,1,discharge,24,2008,B0007
3.99023545,-1.988881257,24.33439967,2,3.007,35.703,1.880637028,2,discharge,24,2008,B0007
3.968284441,-1.989634904,24.4967652,2,2.992,53.828,1.880637028,2,discharge,24,2008,B0007
3.951947714,-1.991875183,24.69138503,2,2.978,71.891,1.880637028,2,discharge,24,2008,B0007
3.938141838,-1.990997167,24.86208789,2,2.969,90.047,1.880637028,2,discharge,24,2008,B0007
3.926505711,-1.988415915,25.0487895,2,2.967,108.313,1.880637028,2,discharge,24,2008,B0007
3.916446155,-1.988016165,25.23642607,2,2.964,126.391,1.880637028,2,discharge,24,2008,B0007
3.907041442,-1.990774295,25.43065453,2,2.96,144.625,1.880637028,2,discharge,24,2008,B0007
3.898988366,-1.991214119,25.62051374,2,2.953,162.719,1.880637028,2,discharge,24,2008,B0007
3.890964397,-1.989191547,25.81235929,2,2.948,180.953,1.880637028,2,discharge,24,2008,B0007
3.88382991,-1.990130443,25.99649762,2,2.943,199.016,1.880637028,2,discharge,24,2008,B0007
3.876843883,-1.990288553,26.17680257,2,2.937,217.297,1.880637028,2,discharge,24,2008,B0007
3.87039412,-1.990678753,26.35063714,2,2.931,235.469,1.880637028,2,discharge,24,2008,B0007
3.863939339,-1.991279593,26.52808646,2,2.925,253.735,1.880637028,2,discharge,24,2008,B0007
3.857905227,-1.991053665,26.69323465,2,2.92,271.813,1.880637028,2,discharge,24,2008,B0007
3.85195152,-1.989675313,26.85876334,2,2.915,290.063,1.880637028,2,discharge,24,2008,B0007
3.84623927,-1.991222558,27.02358381,2,2.909,308.266,1.880637028,2,discharge,24,2008,B0007
3.840760109,-1.989520002,27.19388402,2,2.904,326.422,1.880637028,2,discharge,24,2008,B0007
3.835357613,-1.989910945,27.34903969,2,2.899,344.594,1.880637028,2,discharge,24,2008,B0007
3.830401261,-1.991455896,27.51024489,2,2.895,362.782,1.880637028,2,discharge,24,2008,B0007
3.825156488,-1.9884843,27.67761793,2,2.89,381.016,1.880637028,2,discharge,24,2008,B0007
3.820632508,-1.991453032,27.8276885,2,2.885,399.25,1.880637028,2,discharge,24,2008,B0007
3.815567864,-1.989261022,27.96513283,2,2.881,417.422,1.880637028,2,discharge,24,2008,B0007
3.810591687,-1.990868186,28.12455686,2,2.876,435.563,1.880637028,2,discharge,24,2008,B0007
3.805901504,-1.990821469,28.2552251,2,2.871,453.75,1.880637028,2,discharge,24,2008,B0007
3.801076913,-1.990196479,28.40209221,2,2.866,472.032,1.880637028,2,discharge,24,2008,B0007
3.796274263,-1.990120231,28.54248472,2,2.861,490.328,1.880637028,2,discharge,24,2008,B0007
3.791333777,-1.987082421,28.68330603,2,2.857,508.516,1.880637028,2,discharge,24,2008,B0007
3.786836369,-1.98985528,28.81927586,2,2.852,526.641,1.880637028,2,discharge,24,2008,B0007
3.782242057,-1.991248544,28.9564754,2,2.848,544.891,1.880637028,2,discharge,24,2008,B0007
3.77744659,-1.990131448,29.08615888,2,2.843,563.078,1.880637028,2,discharge,24,2008,B0007
3.77281693,-1.990327257,29.20274678,2,2.839,581.235,1.880637028,2,discharge,24,2008,B0007
3.768416295,-1.989811842,29.30932589,2,2.835,599.5,1.880637028,2,discharge,24,2008,B0007
3.763619859,-1.988002834,29.42096089,2,2.83,617.703,1.880637028,2,discharge,24,2008,B0007
3.759237314,-1.98891489,29.51817889,2,2.825,636.032,1.880637028,2,discharge,24,2008,B0007
3.754927036,-1.990939919,29.62838732,2,2.821,654.172,1.880637028,2,discharge,24,2008,B0007
3.750596517,-1.991012303,29.70527064,2,2.817,672.344,1.880637028,2,discharge,24,2008,B0007
3.746280318,-1.988995598,29.78736209,2,2.813,690.547,1.880637028,2,discharge,24,2008,B0007
3.742579656,-1.990479196,29.86967333,2,2.809,708.844,1.880637028,2,discharge,24,2008,B0007
3.738437156,-1.989782472,29.93416712,2,2.805,727.047,1.880637028,2,discharge,24,2008,B0007
3.734238838,-1.988857973,30.0082439,2,2.801,745.266,1.880637028,2,discharge,24,2008,B0007
3.730284682,-1.992765203,30.07409023,2,2.797,763.703,1.880637028,2,discharge,24,2008,B0007
3.726299056,-1.987557729,30.11483536,2,2.793,782,1.880637028,2,discharge,24,2008,B0007
3.722157868,-1.987935993,30.15904413,2,2.789,800.25,1.880637028,2,discharge,24,2008,B0007
3.718505193,-1.988023652,30.22107759,2,2.785,818.563,1.880637028,2,discharge,24,2008,B0007
3.71443747,-1.98839428,30.24687989,2,2.781,836.953,1.880637028,2,discharge,24,2008,B0007
3.710533382,-1.987999569,30.30036303,2,2.777,855.344,1.880637028,2,discharge,24,2008,B0007
3.706840244,-1.988525322,30.3403772,2,2.774,873.578,1.880637028,2,discharge,24,2008,B0007
3.702722771,-1.989708311,30.38394408,2,2.77,891.828,1.880637028,2,discharge,24,2008,B0007
3.698772325,-1.988192853,30.41760299,2,2.766,910.25,1.880637028,2,discharge,24,2008,B0007
3.694954896,-1.993080147,30.46976398,2,2.763,928.625,1.880637028,2,discharge,24,2008,B0007
3.691406158,-1.988651374,30.52126407,2,2.759,947,1.880637028,2,discharge,24,2008,B0007
3.687814092,-1.99081851,30.57093326,2,2.755,965.344,1.880637028,2,discharge,24,2008,B0007
3.683887454,-1.989886798,30.59524251,2,2.751,983.688,1.880637028,2,discharge,24,2008,B0007
3.68014294,-1.989284938,30.64422886,2,2.747,1002,1.880637028,2,discharge,24,2008,B0007
3.676525393,-1.989527657,30.70359835,2,2.744,1020.344,1.880637028,2,discharge,24,2008,B0007
3.672851419,-1.987582773,30.74976476,2,2.74,1038.703,1.880637028,2,discharge,24,2008,B0007
3.669133075,-1.988719906,30.79942394,2,2.737,1057.078,1.880637028,2,discharge,24,2008,B0007
3.665752816,-1.989150137,30.86085208,2,2.733,1075.422,1.880637028,2,discharge,24,2008,B0007
3.66211598,-1.992098698,30.89809697,2,2.729,1093.75,1.880637028,2,discharge,24,2008,B0007
3.658418062,-1.991045819,30.96589684,2,2.726,1112.063,1.880637028,2,discharge,24,2008,B0007
3.65512116,-1.991312959,31.01254004,2,2.723,1130.485,1.880637028,2,discharge,24,2008,B0007
3.651349397,-1.989236348,31.05144035,2,2.719,1148.75,1.880637028,2,discharge,24,2008,B0007
3.648080791,-1.986114127,31.11895187,2,2.715,1167.094,1.880637028,2,discharge,24,2008,B0007
3.644648114,-1.991732665,31.17418207,2,2.712,1185.438,1.880637028,2,discharge,24,2008,B0007
3.64118881,-1.989195466,31.21800262,2,2.709,1203.875,1.880637028,2,discharge,24,2008,B0007
3.638024646,-1.990623105,31.29552661,2,2.705,1222.172,1.880637028,2,discharge,24,2008,B0007
3.63458832,-1.988868422,31.33417057,2,2.702,1240.563,1.880637028,2,discharge,24,2008,B0007
3.63110767,-1.990033413,31.3913318,2,2.698,1259.094,1.880637028,2,discharge,24,2008,B0007
3.627860064,-1.988764644,31.44110318,2,2.695,1277.453,1.880637028,2,discharge,24,2008,B0007
3.624625226,-1.989588487,31.50596723,2,2.692,1295.844,1.880637028,2,discharge,24,2008,B0007
3.621333386,-1.992579501,31.55027677,2,2.689,1314.391,1.880637028,2,discharge,24,2008,B0007
3.617745255,-1.990238097,31.61593795,2,2.685,1332.766,1.880637028,2,discharge,24,2008,B0007
3.614744954,-1.987852755,31.67198358,2,2.682,1351.235,1.880637028,2,discharge,24,2008,B0007
3.611643991,-1.989645814,31.7245439,2,2.679,1369.688,1.880637028,2,discharge,24,2008,B0007
3.608387728,-1.989154493,31.77430329,2,2.676,1388.141,1.880637028,2,discharge,24,2008,B0007
3.60520458,-1.990595629,31.83654971,2,2.673,1406.61,1.880637028,2,discharge,24,2008,B0007
3.601854318,-1.990931398,31.88534647,2,2.669,1425.188,1.880637028,2,discharge,24,2008,B0007
3.598777391,-1.98921038,31.9401313,2,2.666,1443.703,1.880637028,2,discharge,24,2008,B0007
3.595664588,-1.988384585,31.99039443,2,2.663,1462.282,1.880637028,2,discharge,24,2008,B0007
3.592838896,-1.988168763,32.05113009,2,2.66,1480.672,1.880637028,2,discharge,24,2008,B0007
3.589490884,-1.991600232,32.08791016,2,2.657,1499.203,1.880637028,2,discharge,24,2008,B0007
3.586716702,-1.990735964,32.15543078,2,2.654,1517.766,1.880637028,2,discharge,24,2008,B0007
3.583617049,-1.98942046,32.20523569,2,2.651,1536.313,1.880637028,2,discharge,24,2008,B0007
3.580546903,-1.987044752,32.26481585,2,2.648,1554.828,1.880637028,2,discharge,24,2008,B0007
3.577477179,-1.989518496,32.31551958,2,2.645,1573.422,1.880637028,2,discharge,24,2008,B0007
3.574648484,-1.987247346,32.36326855,2,2.642,1591.969,1.880637028,2,discharge,24,2008,B0007
3.571572241,-1.989374926,32.40639202,2,2.639,1610.532,1.880637028,2,discharge,24,2008,B0007
3.568680486,-1.990010627,32.44772215,2,2.636,1629.235,1.880637028,2,discharge,24,2008,B0007
3.565962481,-1.988550384,32.49922922,2,2.634,1647.844,1.880637028,2,discharge,24,2008,B0007
